query,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Orf6,Reactome_2022,SUMOylation R-HSA-2990846,1/174,0.0258746992707548,0.0392542286214834,0,0,57.29479768786127,209.3832451405634,NUP98
Orf6,Reactome_2022,Separation Of Sister Chromatids R-HSA-2467813,1/170,0.0252849478802056,0.0392542286214834,0,0,58.66272189349112,215.7348585855584,NUP98
Orf6,Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,1/168,0.0249899829606336,0.0392542286214834,0,0,59.37125748502994,219.03720563754771,NUP98
Orf6,GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),1/245,0.0363032415301789,0.0403369350335321,0,0,40.47745901639344,134.21711137462418,MTCH1
Orf6,Reactome_2022,Mitotic Prometaphase R-HSA-68877,1/186,0.0276425262010213,0.0407610132116755,0,0,53.545945945945945,192.14426641897393,NUP98
Orf6,Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,1/196,0.0291140806361967,0.0422154169224853,0,0,50.774358974358975,179.56521389723363,NUP98
Orf6,Reactome_2022,Interferon Signaling R-HSA-913531,1/200,0.0297022864925554,0.0423622774565954,0,0,49.743718592964825,174.92534091617622,NUP98
Orf6,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),1/270,0.0399574699889902,0.0431972648529624,0,0,36.66914498141264,118.0724335197098,MTCH1
Orf6,GO_Biological_Process_2023,Gene Expression (GO:0010467),1/296,0.0437480567180595,0.04605058601901,0,0,33.39322033898305,104.49767439223304,RAE1
Orf6,Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,1/233,0.0345459233143613,0.0469608645054599,0,0,42.59698275862069,143.35868565534332,NUP98
Orf6,Reactome_2022,HIV Infection R-HSA-162906,1/229,0.0339596762208004,0.0469608645054599,0,0,43.35307017543859,146.64529105049797,NUP98
Orf6,Reactome_2022,Mitotic Anaphase R-HSA-68882,1/232,0.0343993837807734,0.0469608645054599,0,0,42.78354978354978,144.16843911532118,NUP98
Orf6,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,1/242,0.0358641120473554,0.0480027345864604,0,0,40.98755186721991,136.4073164522928,NUP98
Orf6,GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),1/325,0.0479642335285754,0.0491940856703338,0,0,30.359567901234566,92.21110589098622,NUP98
Orf8,KEGG_2021_Human,Protein processing in endoplasmic reticulum,8/171,5.735366193676298e-09,2.752975772964623e-07,0,0,24.904829322007235,472.6093386565365,EDEM3;ERO1B;ERLEC1;OS9;NGLY1;HYOU1;UGGT2;SIL1
Orf8,Reactome_2022,N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,4/35,1.328378747515025e-06,0.00020855546335985892,0,0,59.78094523630908,808.9289299853136,EDEM3;OS9;NGLY1;UGGT2
Orf8,GO_Biological_Process_2023,ERAD Pathway (GO:0036503),5/89,2.0618455777547283e-06,0.0007072130331698718,0,0,28.159013605442176,368.65524547467794,ERLEC1;FOXRED2;TOR1A;OS9;UGGT2
Orf8,Reactome_2022,ER Quality Control Compartment (ERQC) R-HSA-901032,3/21,1.5702397693051017e-05,0.0012326382189045,0,0,75.51136363636364,835.2838350204098,EDEM3;OS9;UGGT2
Orf8,Reactome_2022,Calnexin/calreticulin Cycle R-HSA-901042,3/26,3.044452695259937e-05,0.001593263577186,0,0,59.08102766798419,614.4193104947691,EDEM3;OS9;UGGT2
Orf8,Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,6/291,5.8606648100252584e-05,0.0023003109379349,0,0,10.099101412066751,98.412333995901,ITGB1;LOX;ADAMTS1;COL6A1;ADAM9;PLOD2
Orf8,GO_Biological_Process_2023,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),3/27,3.41937023177214e-05,0.0058642199474892,0,0,56.61647727272727,582.213793090764,TOR1A;NGLY1;UGGT2
Orf8,KEGG_2021_Human,Glycosaminoglycan biosynthesis,3/53,0.00026237666805302234,0.0062970400332725,0,0,27.140454545454546,223.79284458082637,CHPF;CHPF2;HS6ST2
Orf8,GO_Biological_Process_2023,Response To Endoplasmic Reticulum Stress (GO:0034976),4/114,0.00014781316289884348,0.0073382805370504,0,0,16.780549682875264,147.9970898406406,ERLEC1;ERP44;OS9;HYOU1
Orf8,GO_Biological_Process_2023,"Negative Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904153)",2/8,0.00014998531968970716,0.0073382805370504,0,0,147.75555555555556,1300.9836975672104,ERLEC1;OS9
Orf8,GO_Biological_Process_2023,Protein O-linked Glycosylation Via Serine (GO:0018242),2/9,0.0001925496350829552,0.0073382805370504,0,0,126.64126984126985,1083.4358946139766,POGLUT2;POGLUT3
Orf8,GO_Biological_Process_2023,Peptidyl-Amino Acid Modification (GO:0018193),2/9,0.0001925496350829552,0.0073382805370504,0,0,126.64126984126985,1083.4358946139766,FKBP10;FKBP7
Orf8,GO_Biological_Process_2023,ER-associated Misfolded Protein Catabolic Process (GO:0071712),2/9,0.0001925496350829552,0.0073382805370504,0,0,126.64126984126985,1083.4358946139766,TOR1A;UGGT2
Orf8,GO_Biological_Process_2023,Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862),2/9,0.0001925496350829552,0.0073382805370504,0,0,126.64126984126985,1083.4358946139766,ERLEC1;OS9
Orf8,GO_Biological_Process_2023,Protein O-linked Glycosylation (GO:0006493),4/93,6.704926518489672e-05,0.0073382805370504,0,0,20.761954533577217,199.5241043895829,POGLUT2;POFUT1;PLOD2;POGLUT3
Orf8,GO_Biological_Process_2023,Glycoprotein Metabolic Process (GO:0009100),3/53,0.00026237666805302234,0.0081813815583806,0,0,27.140454545454546,223.79284458082637,ERP44;NGLY1;PCSK6
Orf8,GO_Biological_Process_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),4/130,0.0002448039753630725,0.0081813815583806,0,0,14.637873754152825,121.71469268046565,ITGB1;GDF15;ADAM9;INHBE
Orf8,GO_Biological_Process_2023,"Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)",2/12,0.0003514248960530942,0.0100448949455176,0,0,88.63555555555556,704.9641795648224,ERLEC1;OS9
Orf8,GO_Biological_Process_2023,Endoplasmic Reticulum Mannose Trimming (GO:1904380),2/13,0.0004146987327513304,0.0109416665641312,0,0,80.57373737373737,627.5049024340954,EDEM3;UGGT2
Orf8,GO_Biological_Process_2023,Ubiquitin-Dependent ERAD Pathway (GO:0030433),3/73,0.0006740750558356118,0.0136004555383302,0,0,19.366558441558443,141.41788451771782,ERLEC1;FOXRED2;OS9
Orf8,GO_Biological_Process_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),3/72,0.000647436269275984,0.0136004555383302,0,0,19.64822134387352,144.26687256782512,ITGB1;GDF15;ADAM9
Orf8,GO_Biological_Process_2023,"Protein Alpha-1,2-Demannosylation (GO:0036508)",2/16,0.0006351381693978915,0.0136004555383302,0,0,63.2984126984127,465.9818987783312,EDEM3;UGGT2
Orf8,GO_Biological_Process_2023,Endoplasmic Reticulum To Cytosol Transport (GO:1903513),2/15,0.0005565787049524132,0.0136004555383302,0,0,68.17094017094017,510.8527085713869,ERLEC1;OS9
Orf8,GO_Biological_Process_2023,"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",2/17,0.0007187463003770445,0.0136961100571847,0,0,59.07555555555555,427.588995947653,ERLEC1;OS9
Orf8,GO_Biological_Process_2023,Macromolecule Modification (GO:0043412),3/81,0.00091261958588243,0.0149061199027463,0,0,17.373251748251747,121.59871471410892,LOX;PLAT;PLOD2
Orf8,GO_Biological_Process_2023,Cellular Response To Misfolded Protein (GO:0071218),2/19,0.000901016066486868,0.0149061199027463,0,0,52.120261437908496,365.46662006673137,TOR1A;UGGT2
Orf8,GO_Biological_Process_2023,Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),2/19,0.000901016066486868,0.0149061199027463,0,0,52.120261437908496,365.46662006673137,CHPF;CHPF2
Orf8,GO_Biological_Process_2023,Integrin-Mediated Signaling Pathway (GO:0007229),3/85,0.0010495709497719,0.0163637652623534,0,0,16.522450110864746,113.33366169282206,ITGB1;ADAMTS1;ADAM9
Orf8,GO_Biological_Process_2023,Protein Exit From Endoplasmic Reticulum (GO:0032527),2/24,0.0014434314962566,0.0206670985629879,0,0,40.26464646464647,263.3602622718241,ERLEC1;OS9
Orf8,GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),3/96,0.0014911419622017,0.0206670985629879,0,0,14.560117302052786,94.76034521616964,ITGB1;GDF15;ADAM9
Orf8,GO_Biological_Process_2023,"Wound Healing, Spreading Of Cells (GO:0044319)",2/25,0.0015666022234334,0.0206670985629879,0,0,38.51207729468599,248.74358384853045,ITGB1;TOR1A
Orf8,GO_Biological_Process_2023,Myotube Differentiation (GO:0014902),2/25,0.0015666022234334,0.0206670985629879,0,0,38.51207729468599,248.74358384853045,ITGB1;PLD3
Orf8,Reactome_2022,Chondroitin Sulfate Biosynthesis R-HSA-2022870,2/20,0.0009996316450557327,0.03138843365475,0,0,49.22222222222222,340.0331999878986,CHPF;CHPF2
Orf8,Reactome_2022,Collagen Formation R-HSA-1474290,3/90,0.0012381880946043,0.0323992551421468,0,0,15.56896551724138,104.22030831643926,LOX;COL6A1;PLOD2
Orf9b,GO_Biological_Process_2023,Organelle Organization (GO:0006996),4/418,5.5243911518887394e-05,0.0058585929478115,0,0,27.018633540372672,264.8839940211479,SLC9A3R1;BAG5;CHMP2A;MARK1
Orf9b,GO_Biological_Process_2023,Peptidyl-Serine Phosphorylation (GO:0018105),3/158,7.618855673427132e-05,0.0058585929478115,0,0,47.98548387096774,455.01271919083297,MARK3;MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Peptidyl-Serine Modification (GO:0018209),3/166,8.822648018252206e-05,0.0058585929478115,0,0,45.61196319018405,425.8151991490996,MARK3;MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Regulation Of Neuron Projection Development (GO:0010975),3/174,0.0001014474969318019,0.0058585929478115,0,0,43.46052631578947,399.66165989125534,BAG5;MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),2/40,0.000212071277436947,0.0097976930175869,0,0,116.67251461988305,986.8847467329822,SLC9A3R1;MARK2
Orf9b,GO_Biological_Process_2023,Neuron Migration (GO:0001764),2/55,0.00040193981025798,0.0154746826949322,0,0,83.58909853249476,653.6005652009715,MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Plasma Membrane Organization (GO:0007009),2/72,0.0006883061323478026,0.0227141023674774,0,0,63.234920634920634,460.4309643116587,SLC9A3R1;CHMP2A
Orf9b,GO_Biological_Process_2023,Establishment Of Epithelial Cell Apical/Basal Polarity (GO:0045198),1/10,0.0054875676690229,0.0347629218023922,0,0,222.0,1155.5699775561973,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Vacuole Fusion (GO:0097576),1/10,0.0054875676690229,0.0347629218023922,0,0,222.0,1155.5699775561973,CHMP2A
Orf9b,GO_Biological_Process_2023,Nucleoside Triphosphate Metabolic Process (GO:0009141),1/10,0.0054875676690229,0.0347629218023922,0,0,222.0,1155.5699775561973,DCTPP1
Orf9b,GO_Biological_Process_2023,Protein Modification Process (GO:0036211),3/711,0.005961006258156,0.0347629218023922,0,0,10.21239406779661,52.31315177463442,MARK3;MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Lysosomal Membrane Organization (GO:0097212),1/11,0.0060348187277604,0.0347629218023922,0,0,199.79,1020.9687483548148,CHMP2A
Orf9b,GO_Biological_Process_2023,Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642),1/11,0.0060348187277604,0.0347629218023922,0,0,199.79,1020.9687483548148,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Negative Regulation Of RNA Metabolic Process (GO:0051253),1/11,0.0060348187277604,0.0347629218023922,0,0,199.79,1020.9687483548148,PTBP2
Orf9b,GO_Biological_Process_2023,Negative Regulation Of Hippo Signaling (GO:0035331),1/12,0.0065817961978748,0.0347629218023922,0,0,181.61818181818185,912.3494182081016,MARK3
Orf9b,GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),1/12,0.0065817961978748,0.0347629218023922,0,0,181.61818181818185,912.3494182081016,TOMM70
Orf9b,GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040),1/13,0.00712850018242,0.0347629218023922,0,0,166.475,822.994869532877,TOMM70
Orf9b,GO_Biological_Process_2023,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),2/231,0.0068205091267213,0.0347629218023922,0,0,19.175157690441537,95.64225723447558,SLC9A3R1;MARK3
Orf9b,GO_Biological_Process_2023,Outer Mitochondrial Membrane Organization (GO:0007008),1/13,0.00712850018242,0.0347629218023922,0,0,166.475,822.994869532877,TOMM70
Orf9b,GO_Biological_Process_2023,Endomembrane System Organization (GO:0010256),2/196,0.0049582407580689,0.0347629218023922,0,0,22.674684994272624,120.3278480662615,SLC9A3R1;BAG5
Orf9b,GO_Biological_Process_2023,Microvillus Organization (GO:0032528),1/13,0.00712850018242,0.0347629218023922,0,0,166.475,822.994869532877,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Establishment Of Apical/Basal Cell Polarity (GO:0035089),1/14,0.0076749307875411,0.0347629218023922,0,0,153.66153846153847,748.3003458854362,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Microvillus Assembly (GO:0030033),1/14,0.0076749307875411,0.0347629218023922,0,0,153.66153846153847,748.3003458854362,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Polarized Epithelial Cell Differentiation (GO:0030859),1/14,0.0076749307875411,0.0347629218023922,0,0,153.66153846153847,748.3003458854362,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Translation (GO:2000767),1/14,0.0076749307875411,0.0347629218023922,0,0,153.66153846153847,748.3003458854362,CSDE1
Orf9b,GO_Biological_Process_2023,Positive Regulation Of Exosomal Secretion (GO:1903543),1/14,0.0076749307875411,0.0347629218023922,0,0,153.66153846153847,748.3003458854362,CHMP2A
Orf9b,GO_Biological_Process_2023,Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),1/12,0.0065817961978748,0.0347629218023922,0,0,181.61818181818185,912.3494182081016,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Multivesicular Body-Lysosome Fusion (GO:0061763),1/9,0.004940042922945,0.0347629218023922,0,0,249.7625,1326.3340991921912,CHMP2A
Orf9b,GO_Biological_Process_2023,Acidic Amino Acid Transport (GO:0015800),1/10,0.0054875676690229,0.0347629218023922,0,0,222.0,1155.5699775561973,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067),1/9,0.004940042922945,0.0347629218023922,0,0,249.7625,1326.3340991921912,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Phosphorylation (GO:0016310),3/429,0.0014224159420257,0.0347629218023922,0,0,17.220950704225352,112.8901941641706,MARK3;MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Regulation Of Protein Binding (GO:0043393),2/118,0.0018334402039742,0.0347629218023922,0,0,38.07088122605364,239.90598737606584,MARK3;MARK2
Orf9b,GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),3/500,0.0022062881382663,0.0347629218023922,0,0,14.707243460764587,89.95602735952555,MARK3;MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Vesicle Fusion With Vacuole (GO:0051469),1/9,0.004940042922945,0.0347629218023922,0,0,249.7625,1326.3340991921912,CHMP2A
Orf9b,GO_Biological_Process_2023,Peptidyl-Diphthamide Metabolic Process (GO:0017182),1/5,0.0027472053583369,0.0347629218023922,0,0,499.625,2946.3741195064317,DPH5
Orf9b,GO_Biological_Process_2023,Regulation Of Centriole Elongation (GO:1903722),1/6,0.0032958256764104,0.0347629218023922,0,0,399.68,2284.210591570385,CHMP2A
Orf9b,GO_Biological_Process_2023,Gamma-Aminobutyric Acid Transport (GO:0015812),1/6,0.0032958256764104,0.0347629218023922,0,0,399.68,2284.210591570385,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Gland Morphogenesis (GO:0022612),1/6,0.0032958256764104,0.0347629218023922,0,0,399.68,2284.210591570385,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Regulation Of Microtubule Binding (GO:1904526),1/6,0.0032958256764104,0.0347629218023922,0,0,399.68,2284.210591570385,MARK2
Orf9b,GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),2/162,0.0034182788395898,0.0347629218023922,0,0,27.540277777777774,156.39072035992172,MARK3;MARK2
Orf9b,GO_Biological_Process_2023,Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183),1/5,0.0027472053583369,0.0347629218023922,0,0,499.625,2946.3741195064317,DPH5
Orf9b,GO_Biological_Process_2023,Generation Of Neurons (GO:0048699),2/172,0.0038431586801881,0.0347629218023922,0,0,25.90718954248366,144.08181590621706,MARK2;MARK1
Orf9b,GO_Biological_Process_2023,Establishment Of Golgi Localization (GO:0051683),1/7,0.0038441720045859,0.0347629218023922,0,0,333.05,1852.1566750462312,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Regulation Of Cytoplasmic Translational Elongation (GO:1900247),1/7,0.0038441720045859,0.0347629218023922,0,0,333.05,1852.1566750462312,DPH5
Orf9b,GO_Biological_Process_2023,Peptidyl-Serine Autophosphorylation (GO:0036289),1/7,0.0038441720045859,0.0347629218023922,0,0,333.05,1852.1566750462312,MARK3
Orf9b,GO_Biological_Process_2023,Maintenance Of Apical/Basal Cell Polarity (GO:0035090),1/8,0.004392244396163,0.0347629218023922,0,0,285.45714285714286,1549.43708775113,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045199),1/8,0.004392244396163,0.0347629218023922,0,0,285.45714285714286,1549.43708775113,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Acid Secretion (GO:0046717),1/8,0.004392244396163,0.0347629218023922,0,0,285.45714285714286,1549.43708775113,SLC9A3R1
Orf9b,GO_Biological_Process_2023,ESCRT III Complex Disassembly (GO:1904903),1/9,0.004940042922945,0.0347629218023922,0,0,249.7625,1326.3340991921912,CHMP2A
Orf9b,GO_Biological_Process_2023,ESCRT Complex Disassembly (GO:1904896),1/9,0.004940042922945,0.0347629218023922,0,0,249.7625,1326.3340991921912,CHMP2A
Orf9b,GO_Biological_Process_2023,Membrane Organization (GO:0061024),2/167,0.0036277699397877,0.0347629218023922,0,0,26.6989898989899,150.02528630649724,SLC9A3R1;CHMP2A
Orf9b,GO_Biological_Process_2023,Midbody Abscission (GO:0061952),1/15,0.0082210881236714,0.0358315350295869,0,0,142.67857142857142,685.0073410932765,CHMP2A
Orf9b,GO_Biological_Process_2023,Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510),1/15,0.0082210881236714,0.0358315350295869,0,0,142.67857142857142,685.0073410932765,CHMP2A
Orf9b,GO_Biological_Process_2023,Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),1/18,0.0098579216348164,0.0367287080264937,0,0,117.48235294117649,542.7073703814344,BAG5
Orf9b,GO_Biological_Process_2023,Renal Absorption (GO:0070293),1/18,0.0098579216348164,0.0367287080264937,0,0,117.48235294117649,542.7073703814344,SLC9A3R1
Orf9b,GO_Biological_Process_2023,Mitotic Cytokinetic Process (GO:1902410),1/18,0.0098579216348164,0.0367287080264937,0,0,117.48235294117649,542.7073703814344,CHMP2A
Orf9b,GO_Biological_Process_2023,Regulation Of Exosomal Secretion (GO:1903541),1/18,0.0098579216348164,0.0367287080264937,0,0,117.48235294117649,542.7073703814344,CHMP2A
Orf9b,GO_Biological_Process_2023,Late Endosome To Lysosome Transport (GO:1902774),1/16,0.0087669723009575,0.0367287080264937,0,0,133.16,630.7474630602054,CHMP2A
Orf9b,GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),1/17,0.0093125834341288,0.0367287080264937,0,0,124.83125,583.7594513941907,BAG5
Orf9b,GO_Biological_Process_2023,Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),1/17,0.0093125834341288,0.0367287080264937,0,0,124.83125,583.7594513941907,BAG5
Orf9b,GO_Biological_Process_2023,Nuclear Migration (GO:0007097),1/16,0.0087669723009575,0.0367287080264937,0,0,133.16,630.7474630602054,SLC9A3R1
